rule_label,description,set,option,item_text,is_correct
R#12 — Epenthetic voiceless stop after nasal + before voiceless fricative,A homorganic voiceless stop may occur after a nasal before a voiceless fricative when followed by an unstressed vowel in the same word.,5,5,censoring,0
R#12 — Epenthetic voiceless stop after nasal + before voiceless fricative,A homorganic voiceless stop may occur after a nasal before a voiceless fricative when followed by an unstressed vowel in the same word.,5,6,sunfish,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,1,1,big game,1
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,1,2,white teeth,1
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,1,3,bookkeeper,1
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,1,4,big cat,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,1,5,white sun,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,1,6,back door,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,2,1,hip pocket,1
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,2,2,back cover,1
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,2,3,black coat,1
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,2,4,black car,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,2,5,big cup,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,2,6,hot coffee,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,3,1,red dress,1
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,3,2,bad debt,1
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,3,3,good day,1
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,3,4,red door,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,3,5,bad dog,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,3,6,good deal,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,4,1,short time,1
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,4,2,great team,1
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,4,3,nice soup,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,4,4,sweet tea,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,4,5,late train,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,4,6,hot tea,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,5,1,quick call,1
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,5,2,big game,1
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,5,3,white teeth,1
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,5,4,quick car,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,5,5,big gate,0
R#13 — Shortening before identical consonant (no deletion),A consonant is shortened when it appears before an identical consonant; there is no deletion.,5,6,white table,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,1,1,prove,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,1,2,add two,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,1,3,leave town,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,1,4,prove it,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,1,5,add a number,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,1,6,move over,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,2,1,smooth,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,2,2,choose,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,2,3,rogue,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,2,4,prove it,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,2,5,leave it,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,2,6,add it,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,3,1,try to improve,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,3,2,add two,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,3,3,love Kate,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,3,4,prove it,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,3,5,love Anna,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,3,6,save it,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,4,1,move past,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,4,2,leave Pete,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,4,3,save Paul,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,4,4,move in,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,4,5,leave early,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,4,6,save it,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,5,1,prove,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,5,2,smooth,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,5,3,choose,1
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,5,4,prove it,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,5,5,smooth it,0
R#14 — Partial devoicing of word-final or pre-voiceless obstruents,Voiced obstruents are voiced through only a small part of their articulation at utterance end or before a voiceless sound (partial devoicing).,5,6,choose it,0
